identifier_vote,date,report,desc,title,for,against,abstention,committee,oeil,mepid,lastname,firstname,result,epgroup,party,start,end,birthdate,country,term
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,4767,RODRÍGUEZ RAMOS,María Soraya,for,Renew,Ciudadanos – Partido de la Ciudadanía,2019-07-02,NA,1963-12-01,es,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6056,RIQUET,Dominique,for,Renew,Mouvement Radical Social-Libéral,2019-07-02,NA,1946-09-18,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7295,Rinzema,NA,for,Renew,NA,NA,NA,NA,NA,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,4676,RIES,Frédérique,for,Renew,Mouvement Réformateur,2019-07-02,NA,1959-05-14,be,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7235,RAFAELA,Samira,for,Renew,Democraten 66,2019-07-02,NA,1989-02-11,nl,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7052,PÎSLARU,Dragoş,for,Renew,"Partidul Libertate, Unitate și Solidaritate",2019-07-02,NA,1976-03-23,ro,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6510,PETERSEN,Morten,for,Renew,Det Radikale Venstre,2019-07-02,NA,1966-09-14,dk,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6953,PEKKARINEN,Mauri,for,Renew,Suomen Keskusta,2019-07-02,NA,1947-10-06,fi,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6644,PAGAZAURTUNDÚA,Maite,for,Renew,Delegación Ciudadanos Europeos,2019-07-02,NA,1965-02-11,es,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6705,PAET,Urmas,for,Renew,Eesti Reformierakond,2019-07-02,NA,1974-04-20,ee,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6830,OETJEN,Jan-Christoph,for,Renew,Freie Demokratische Partei,2019-07-02,NA,1978-02-21,de,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6760,"NAGTEGAAL",Caroline,for,Renew,Volkspartij voor Vrijheid en Democratie,2019-07-02,NA,1980-06-01,nl,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6500,MÜLLER,Ulrike,for,Renew,Freie Wähler,2019-07-02,NA,1962-12-07,de,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7285,MITUȚA,Alin,for,Renew,"Partidul Libertate, Unitate și Solidaritate",2020-12-28,NA,NA,ro,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6690,MIHAYLOVA,Iskra,for,Renew,Movement for Rights and Freedoms,2019-07-02,NA,1957-09-07,bg,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6957,MELCHIOR,Karen,for,Renew,Det Radikale Venstre,2019-07-02,NA,1980-10-15,dk,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,5889,LØKKEGAARD,Morten,for,Renew,"Venstre, Danmarks Liberale Parti",2019-07-02,NA,1964-12-20,dk,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6887,LOISEAU,Nathalie,for,Renew,Liste Renaissance,2019-07-02,NA,1964-06-01,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6504,KYUCHYUK,Ilhan,for,Renew,Movement for Rights and Freedoms,2019-07-02,NA,1985-09-16,bg,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6917,KOVAŘÍK,Ondřej,for,Renew,ANO 2011,2019-07-02,NA,1980-08-21,cz,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6842,KÖRNER,Moritz,for,Renew,Freie Demokratische Partei,2019-07-02,NA,1990-08-03,de,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6921,KNOTEK,Ondřej,for,Renew,ANO 2011,2019-07-02,NA,1984-08-31,cz,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,5021,KELLER,Fabienne,for,Renew,Agir - La Droite constructive,2019-07-02,NA,1959-10-20,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7203,KELLEHER,Billy,for,Renew,Fianna Fáil Party,2019-07-02,NA,1968-01-20,ie,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6766,KATAINEN,Elsi,for,Renew,Suomen Keskusta,2019-07-02,NA,1966-12-17,fi,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6800,KARLSBRO,Karin,for,Renew,Liberalerna,2019-07-02,NA,1970-09-23,se,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6975,KARLESKIND,Pierre,for,Renew,La République en marche,2019-07-02,NA,1979-10-19,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6844,JOVEVA,Irena,for,Renew,Lista Marjana Šarca,2019-07-02,NA,1989-02-26,si,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,5385,IN 'T VELD,Sophia,for,Renew,Democraten 66,2019-07-02,NA,1963-09-13,nl,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7014,IJABS,Ivars,for,Renew,Attīstībai/Par!,2019-07-02,NA,1972-11-17,lv,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7154,HOJSÍK,Martin,for,Renew,Progresívne Slovensko,2019-07-02,NA,1977-01-27,sk,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6919,HLAVÁČEK,Martin,for,Renew,ANO 2011,2019-07-02,NA,1980-01-14,cz,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6959,HAYER,Valérie,for,Renew,La République en marche,2019-07-02,NA,1986-04-06,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6841,HAHN,Svenja,for,Renew,Freie Demokratische Partei,2019-07-02,NA,1989-07-25,de,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6936,GUETTA,Bernard,for,Renew,Liste Renaissance,2019-07-02,NA,1951-01-28,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6950,GRUDLER,Christophe,for,Renew,Mouvement Démocrate,2019-07-02,NA,1965-04-09,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6849,GROŠELJ,Klemen,for,Renew,Lista Marjana Šarca,2019-07-02,NA,1976-03-08,si,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7164,GROOTHUIS,Bart,for,Renew,Volkspartij voor Vrijheid en Democratie,2020-02-01,NA,1981-01-01,nl,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7273,GOZI,Sandro,for,Renew,Liste Renaissance,2020-02-01,NA,1968-03-25,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,1793,GOERENS,Charles,for,Renew,Parti démocratique,2019-07-02,NA,1952-02-06,lu,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6840,GLÜCK,Andreas,for,Renew,Freie Demokratische Partei,2019-07-02,NA,1975-03-08,de,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7283,GHEORGHE,Vlad,for,Renew,Uniunea Salvați România,2020-11-10,NA,1985-02-22,ro,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6947,GARICANO,Luis,for,Renew,Ciudadanos – Partido de la Ciudadanía,2019-07-02,NA,1967-04-10,es,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7022,GAMON,Claudia,for,Renew,NEOS – Das Neue Österreich,2019-07-02,NA,1988-12-23,at,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6948,GADE,Søren,for,Renew,"Venstre, Danmarks Liberale Parti",2019-07-02,NA,1963-01-27,dk,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6818,FLEGO,Valter,for,Renew,Istarski demokratski sabor - Dieta democratica istriana,2019-07-02,NA,1972-08-15,hr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6980,FARRENG,Laurence,for,Renew,Mouvement Démocrate,2019-07-02,NA,1966-09-06,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6828,EROGLU,Engin,for,Renew,Freie Wähler,2019-07-02,NA,1982-02-12,de,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7150,ĎURIŠ NICHOLSONOVÁ,Lucia,for,Renew,Independent,2019-07-02,NA,1976-11-28,sk,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6324,DURAND,Pascal,for,Renew,Liste Renaissance,2019-07-02,NA,1960-10-03,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6987,DONÁTH,Anna Júlia,for,Renew,Momentum,2019-07-02,NA,1987-04-06,hu,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6340,DLABAJOVÁ,Martina,for,Renew,ANO 2011,2019-07-02,NA,1976-07-26,cz,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6898,DECERLE,Jérémy,for,Renew,Liste Renaissance,2019-07-02,NA,1984-07-01,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6458,DANTI,Nicola,for,Renew,Italia Viva,2019-10-21,NA,1966-09-06,it,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6978,CSEH,Katalin,for,Renew,Momentum,2019-07-02,NA,1988-06-29,hu,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7021,CIOLOŞ,Dacian,for,Renew,"Partidul Libertate, Unitate și Solidaritate",2019-07-02,NA,1969-07-27,ro,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,7271,CICUREL,Ilana,for,Renew,Liste Renaissance,2020-02-01,NA,1972-02-08,fr,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6951,CHRISTENSEN,Asger,for,Renew,"Venstre, Danmarks Liberale Parti",2019-07-02,NA,1958-01-08,dk,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6860,CHASTEL,Olivier,for,Renew,Mouvement Réformateur,2019-07-02,NA,1964-11-22,be,9
140045,2022-02-17T15:02:00Z,B9-0104/2022,Crise politique au Burkina Faso - Political crisis in Burkina Faso - Die politische Krise in Burkina Faso - RC- - Proposition de résolution (ensemble du texte),Resolution on the political crisis in Burkina Faso,629,10,47,NA,https://oeil.secure.europarl.europa.eu/oeil//popups/ficheprocedure.do?reference=2022/2542(RSP)&amp;l=en,6339,CHARANZOVÁ,Dita,for,Renew,ANO 2011,2019-07-02,NA,1975-04-30,cz,9
